FID,ADM2_EN,ADM3_EN,Shape_Leng,Shape_Area,Area,pop2020,pop_low,pop_mod,pop_high,pop_vhigh,pop_risk,pop_hvhigh,pct_low,pct_mod,pct_high,pct_vhigh,pct_risk,pvt_hvhigh,pct_norisk,pct_hverisk
292,Ampara,Uhana,1.66047922,0.043050149,526,59479,4249,0,930,110,1040,1040,7.143697776,0,1.563577061,0.184939222,1.748516283,1.748516283,91.10778594,8.892214059
293,Matale,Ukuwela,0.679795488,0.0065104,79,76878,2672,0,4017,3205,7222,7222,3.475636723,0,5.225161945,4.168943001,9.394104945,9.394104945,87.13025833,12.86974167
294,Badulla,Uvaparanagama,0.617156809,0.011269113,138,80186,3010,0,1213,1445,2658,2658,3.753772479,0,1.512732896,1.80206021,3.314793106,3.314793106,92.93143441,7.068565585
295,Jaffna,Vadamaradchchi East,1.624848617,0.012767657,155,9276,718,0,66,0,66,66,7.740405347,0,0.711513583,0,0.711513583,0.711513583,91.54808107,8.451918931
296,Jaffna,Vadamaradchchi South-West (Karaveddy),1.579638401,0.005627027,68,44438,4626,0,2125,151,2276,2276,10.41000945,0,4.781943382,0.339799271,5.121742653,5.121742653,84.4682479,15.5317521
297,Jaffna,Vadamaradchi North (Point Pedro),0.479056363,0.003207843,39,52712,5336,0,445,116,561,561,10.12293216,0,0.844210047,0.220063743,1.06427379,1.06427379,88.81279405,11.18720595
298,Jaffna,Valikamam East (Kopay),1.209349645,0.007962932,97,75526,13339,0,2372,219,2591,2591,17.66146757,0,3.140640309,0.289966369,3.430606678,3.430606678,78.90792575,21.09207425
299,Jaffna,Valikamam North (Thllippalai),0.465673456,0.005053878,61,35054,6251,0,1882,669,2551,2551,17.83248702,0,5.368859474,1.908484053,7.277343527,7.277343527,74.89016945,25.10983055
300,Jaffna,Valikamam South (Uduvil),0.417239404,0.002708496,33,58186,7027,0,2281,420,2701,2701,12.07678823,0,3.920186987,0.721823119,4.642010106,4.642010106,83.28120166,16.71879834
301,Jaffna,Valikamam South West (Sandilipay),0.689596945,0.003806086,46,52132,5932,0,1094,111,1205,1205,11.37880764,0,2.098519144,0.212921047,2.31144019,2.31144019,86.30975217,13.69024783
302,Jaffna,Valikamam West (Chankanai),0.515654544,0.003916334,48,45609,4225,0,756,145,901,901,9.26352255,0,1.657567585,0.317919709,1.975487294,1.975487294,88.76099016,11.23900984
303,Puttalam,Vanathavilluwa,1.933078859,0.060350603,735,13302,676,0,339,46,385,385,5.081942565,0,2.548488949,0.34581266,2.894301609,2.894301609,92.02375583,7.976244174
304,Vavuniya,Vavuniya,1.928897344,0.050617921,616,102375,10199,0,1404,136,1540,1540,9.962393162,0,1.371428571,0.132844933,1.504273504,1.504273504,88.53333333,11.46666667
305,Vavuniya,Vavuniya North,1.396687267,0.056468731,687,4166,276,0,41,4,45,45,6.62506001,0,0.984157465,0.096015362,1.080172828,1.080172828,92.29476716,7.705232837
306,Vavuniya,Vavuniya South,2.00972901,0.017448929,212,14692,790,0,204,31,235,235,5.37707596,0,1.388510754,0.210999183,1.599509937,1.599509937,93.0234141,6.976585897
307,Vavuniya,Vengalacheddikulam,1.616642211,0.03398006,414,30863,2180,0,305,83,388,388,7.063474063,0,0.988238344,0.268930435,1.257168778,1.257168778,91.67935716,8.320642841
308,Trincomalee,Verugal,0.977496645,0.006497019,79,14881,1085,0,612,103,715,715,7.291176668,0,4.11262684,0.692157785,4.804784625,4.804784625,87.90403871,12.09596129
309,Kalutara,Walallawita,0.824608134,0.017297948,212,57266,2338,0,2537,957,3494,3494,4.082701778,0,4.430202913,1.671148675,6.101351587,6.101351587,89.81594664,10.18405336
310,Nuwara Eliya,Walapane,1.19270156,0.025603209,313,100346,4923,0,1600,1644,3244,3244,4.906025153,0,1.594483089,1.638331373,3.232814462,3.232814462,91.86116039,8.138839615
311,Hambantota,Walasmulla,0.838030341,0.00861718,105,46828,2596,0,1581,550,2131,2131,5.543691808,0,3.376185188,1.174510976,4.550696165,4.550696165,89.90561203,10.09438797
312,Kegalle,Warakapola,0.851964306,0.016127814,197,121267,4408,0,4082,5099,9181,9181,3.634954274,0,3.366125986,4.20477129,7.570897276,7.570897276,88.79414845,11.20585155
313,Kurunegala,Wariyapola,0.889612525,0.016544608,202,66365,4234,0,1096,182,1278,1278,6.379868907,0,1.651472915,0.27424094,1.925713855,1.925713855,91.69441724,8.305582762
314,Gampaha,Wattala,0.576782902,0.004658341,57,192759,26129,0,32288,2776,35064,35064,13.5552685,0,16.75045004,1.440140279,18.19059032,18.19059032,68.25414118,31.74585882
315,Kurunegala,Weerabugedara,0.535379128,0.007523774,92,38997,2494,0,952,307,1259,1259,6.395363746,0,2.441213427,0.787240044,3.228453471,3.228453471,90.37618278,9.623817217
316,Hambantota,Weeraketiya,0.58956914,0.00664959,81,31247,3108,0,1116,335,1451,1451,9.946554869,0,3.571542868,1.072102922,4.64364579,4.64364579,85.40979934,14.59020066
