ADM2_EN,ADM3_EN,Area,pop_mild_dro,pop_mod_dro,pop_sev_dro,pop_ex_dro,pop_mse_dro,pop_se_dro,pct_mild_dro,pct_mod_dr,pct_sev_dro,pct_ex_dro,pct_mse_dro,pct_se_dr,pop2020,pop_low,pop_mod,pop_high,pop_vhigh,pop_risk,pop_hvhigh,pct_low,pct_mod,pct_high,pct_vhigh,pct_risk,pvt_hvhigh,pct_norisk,pct_hverisk,flood_high_cat,drought_sev_cat
Puttalam,Vanathavilluwa,735,0,0,4138,7805,11943,11943,0,0,31.10724272,58.67385229,89.781095,89.781095,13302,676,0,339,46,385,385,5.081942565,0,2.548488949,0.34581266,2.894301609,2.894301609,92.02375583,7.976244174,1.00,2.00
Vavuniya,Vavuniya,616,26892,53764,18821,0,72586,18821,26.26771331,52.51708149,18.38461499,0,70.90169647,18.38461499,102375,10199,0,1404,136,1540,1540,9.962393162,0,1.371428571,0.132844933,1.504273504,1.504273504,88.53333333,11.46666667,1.00,1.00
Vavuniya,Vavuniya North,687,0,3065,1096,0,4161,1096,0,73.5820638,26.30883646,0,99.89090026,26.30883646,4166,276,0,41,4,45,45,6.62506001,0,0.984157465,0.096015362,1.080172828,1.080172828,92.29476716,7.705232837,1.00,2.00
Vavuniya,Vavuniya South,212,6133,9776,62,0,9838,62,41.74057728,66.54020611,0.419996647,0,66.96020276,0.419996647,14692,790,0,204,31,235,235,5.37707596,0,1.388510754,0.210999183,1.599509937,1.599509937,93.0234141,6.976585897,1.00,1.00
Vavuniya,Vengalacheddikulam,414,10157,19222,907,0,20128,907,32.90870109,62.28097254,2.937214454,0,65.218187,2.937214454,30863,2180,0,305,83,388,388,7.063474063,0,0.988238344,0.268930435,1.257168778,1.257168778,91.67935716,8.320642841,1.00,1.00
Trincomalee,Verugal,79,0,12917,0,0,12917,0,0,86.8006547,0,0,86.8006547,0,14881,1085,0,612,103,715,715,7.291176668,0,4.11262684,0.692157785,4.804784625,4.804784625,87.90403871,12.09596129,1.00,1.00
Kalutara,Walallawita,212,0,0,52050,6785,58835,58835,0,0,90.89230698,11.84779559,102.7401026,102.7401026,57266,2338,0,2537,957,3494,3494,4.082701778,0,4.430202913,1.671148675,6.101351587,6.101351587,89.81594664,10.18405336,2.00,2.00
Nuwara Eliya,Walapane,313,23,1913,94390,3623,99926,98013,0.023309322,1.906237619,94.06451853,3.610343356,99.5810995,97.67486188,100346,4923,0,1600,1644,3244,3244,4.906025153,0,1.594483089,1.638331373,3.232814462,3.232814462,91.86116039,8.138839615,1.00,2.00
Hambantota,Walasmulla,105,0,0,19466,26240,45706,45706,0,0,41.56893239,56.03419149,97.60312388,97.60312388,46828,2596,0,1581,550,2131,2131,5.543691808,0,3.376185188,1.174510976,4.550696165,4.550696165,89.90561203,10.09438797,1.00,2.00
Kegalle,Warakapola,197,0,0,46102,73575,119677,119677,0,0,38.01670532,60.67182474,98.68853006,98.68853006,121267,4408,0,4082,5099,9181,9181,3.634954274,0,3.366125986,4.20477129,7.570897276,7.570897276,88.79414845,11.20585155,2.00,2.00
Kurunegala,Wariyapola,202,0,0,12291,54883,67174,67174,0,0,18.52050676,82.69882037,101.2193271,101.2193271,66365,4234,0,1096,182,1278,1278,6.379868907,0,1.651472915,0.27424094,1.925713855,1.925713855,91.69441724,8.305582762,1.00,1.00
Gampaha,Wattala,57,0,0,0,197247,197247,197247,0,0,0,102.3284214,102.3284214,102.3284214,192759,26129,0,32288,2776,35064,35064,13.5552685,0,16.75045004,1.440140279,18.19059032,18.19059032,68.25414118,31.74585882,2.00,1.00
Kurunegala,Weerabugedara,92,0,0,1670,37635,39306,39306,0,0,4.283531238,96.507938,100.7914692,100.7914692,38997,2494,0,952,307,1259,1259,6.395363746,0,2.441213427,0.787240044,3.228453471,3.228453471,90.37618278,9.623817217,1.00,1.00
